id,tweet,tweet_cleaned,nouns,verbs,adjectives,positive,negative,sentiment
2422,Loving back these three new @GhostLifestyle cans!! By Anyone else else drink Ghost?.......,love back three new @GhostLifestyle can ! ! anyone else else drink Ghost ? .......,1,2,1,1,1,Irrelevant
2422,do these new @GhostLifestyle<unk> They want drink Ghost?.......,new @GhostLifestyle < unk > want drink Ghost ? .......,0,1,0,1,1,Irrelevant
2423,Come meet one of the lovely Gaming Goddesses . ,come meet one lovely Gaming Goddesses .,0,2,1,1,0,Positive
2423,Meet one of the lovely gambling goddesses.,meet one lovely gambling goddess .,2,1,1,1,0,Positive
2423,Come meet one of the beautiful gods of gambling.,come meet one beautiful god gambling .,2,2,1,2,0,Positive
2423,Come to one of the lovely Gaming Goddesses.,come one lovely Gaming Goddesses .,0,1,1,1,0,Positive
2423,16 Come meet one of... the lovely Gaming Goddesses.,16 Come meet one ... lovely Gaming Goddesses .,0,2,1,1,0,Positive
2423,Come meet one of the lovely Green Goddesses.,come meet one lovely Green Goddesses .,0,2,1,1,0,Positive
2424,How the hell are we into Halloween month already?! . ,hell Halloween month already ? ! .,2,0,0,0,1,Irrelevant
2424,How the hell are we already into Halloween month?!.,hell already Halloween month ? ! .,1,0,0,0,1,Irrelevant
2424,How the hell are we already in Halloween month?!.,hell already Halloween month ? ! .,1,0,0,0,1,Irrelevant
2424,How the hell are March into Halloween month already?!.,hell March Halloween month already ? ! .,2,0,0,0,1,Irrelevant
2424,How the hell are pulling we into Halloween month starting already?!.,hell pull Halloween month start already ? ! .,2,2,0,0,1,Irrelevant
2424,in the hell are we into Halloween month already?!.,hell Halloween month already ? ! .,2,0,0,0,1,Irrelevant
2425,"""What a bitch!""",""" bitch ! """,1,0,0,0,1,Negative
2425,"""What a slut!""",""" slut ! """,1,0,0,0,1,Negative
2425,"""What a bitch!""",""" bitch ! """,1,0,0,0,1,Negative
2425,"""What terrible bitch!""",""" terrible bitch ! """,1,0,1,0,2,Negative
2425,"""... What a bitch! """,""" ... bitch ! """,0,1,0,0,1,Negative
2425,"""What a miracle!""",""" miracle ! """,1,0,0,1,0,Negative
2426,Ok I am LOVING THIS (also playing Bombs Over Baghdad in anything gets me hype)  Very Borderlands like and the concept is A1!,ok LOVING ( also play Bombs Baghdad anything get hype ) borderland like concept A1 !,3,2,0,4,0,Positive
2426,Ok I'm LOVING THIS (also playing Bombs Over Baghdad in something gives me a hype) Very Borderlands like and the concept is A1!,ok ' LOVING ( also play Bombs Baghdad something give hype ) borderland like concept A1 !,3,2,0,4,0,Positive
2426,Ok I am LOVING THIS (also playing Bombs Over Baghad in anything gets me here) Very Borderlands like and the concept is A1!,ok LOVING ( also play Bombs Baghad anything get ) borderland like concept A1 !,2,2,0,4,0,Positive
2426,Ok I am LOVING THIS (also seeing Take Over Baghdad in anything gets me hype)  Very Borderlands like and the concept is awesome!,ok LOVING ( also seeing take Baghdad anything get hype ) borderland like concept awesome !,3,3,1,4,0,Positive
2426,Ok sir I am LOVING THIS ( also just playing Bombs Over Baghdad and in case anything gets its me hype ) I Very Borderlands like and the concept is A1!,ok sir LOVING ( also play Bombs Baghdad case anything get hype ) borderland like concept A1 !,5,2,0,4,0,Positive
2426,Ok I am LOVING THIS (also playing Bombs and Earth in anything gets me hype) Very good RPG and the concept is A1!,ok LOVING ( also play Bombs Earth anything get hype ) good RPG concept A1 !,2,2,1,4,0,Positive
2427,Just uninstalled all of my other games to make space for Borderlands 3 . ,uninstalled game make space Borderlands 3 .,2,1,1,0,0,Positive
2427,Just uninstall all my other games to make room for Borderlands 3.,uninstall game make room Borderlands 3 .,2,1,1,0,0,Positive
2427,Just deleted all my other games to make room for Borderlands 3.,delete game make room Borderlands 3 .,2,1,1,0,0,Positive
2427,Just uninstalled all of my other games will make space for Borderlands 3.,uninstalled game make space Borderlands 3 .,2,1,1,0,0,Positive
2427,Just uninstalled all other of my my other games to make space for watching Borderlands 3.,uninstalle game make space watch Borderlands 3 .,2,2,0,0,0,Positive
2427,Just uninstalled all of all other games in make space for Borderlands 3.,uninstalled game make space Borderlands 3 .,2,1,1,0,0,Positive
2428,"Already loving Bleeding Edge... what a clever game! Cross between Overwatch, Borderlands and Domination game mode. Cool as!. .  ","already love Bleeding Edge ... clever game ! cross overwatch , Borderlands Domination game mode . cool ! . .",4,1,1,3,1,Neutral
2428,"I love Bleeding Edge... what a clever game! Crossroads of Overwatch, Borderlands and Domination game mode. Cool as!..","love Bleeding Edge ... clever game ! crossroad overwatch , Borderlands Domination game mode . cool ! ..",5,1,1,3,1,Neutral
2428,"Cross between Overwatch, Borderlands and Domination game mode. Cool as!.","Cross overwatch , Borderlands Domination game mode . cool ! .",4,0,0,1,1,Neutral
2428,"Already loving Bleeding Edge... what a fun game! Cross between Overwatch, Borderlands and Xbox game mode. Cool as!..","already love Bleeding Edge ... fun game ! cross overwatch , Borderlands Xbox game mode . cool ! ..",5,1,0,3,0,Neutral
2428,"Already also loving the Bleeding Edge... what is a clever game! Cross between Overwatch, Borderlands and Future Domination game mode. 2016 Cool out as!..","already also love Bleeding Edge ... clever game ! cross overwatch , Borderlands Future Domination game mode . 2016 Cool ! ..",4,1,1,3,1,Neutral
2428,"Already played Bleeding Edge... what a clever game! Cross between fantasy, Borderlands non Domination game mode. Playing as!..","already play Bleeding Edge ... clever game ! cross fantasy , Borderlands non Domination game mode . play ! ..",4,3,2,3,1,Neutral
2429,Bioshock AND borderlands coming to the switch bitch count me the fuck in,Bioshock borderland come switch bitch count fuck,5,1,0,0,2,Positive
2429,Bioshock AND borderlands coming to the switch bitch count me the fuck in,Bioshock borderland come switch bitch count fuck,5,1,0,0,2,Positive
2429,Bioshock And borderlands coming to the switch bitch count me the fuck in,Bioshock borderland come switch bitch count fuck,5,1,0,0,2,Positive
2429,Bioshock AND borderlands coming to the desert bitch count me the fuck in,Bioshock borderland come desert bitch count fuck,5,1,0,0,2,Positive
2429,Bioshock Montana AND other borderlands Are coming to the switch bitch count me the fuck in,Bioshock Montana borderland come switch bitch count fuck,4,2,0,0,2,Positive
2429,Bioshock AND borderlands coming after your switch bitch count me the fuck in,Bioshock borderland come switch bitch count fuck,5,1,0,0,2,Positive
2430,Platinum is the best loot @Borderlands  ,platinum good loot @borderland,2,0,1,1,0,Positive
2430,Platinum is the best booty @ Borderlands,platinum good booty @ borderland,3,0,1,1,0,Positive
2430,Platinum is the best lot @ Borderlands,platinum good lot @ borderland,3,0,1,1,0,Positive
2430,Platinum has the best loot @Borderlands,platinum good loot @borderland,2,0,1,1,0,Positive
2430,Platinum Rock is named the best loot @Borderlands,Platinum Rock name good loot @borderland,2,0,1,1,0,Positive
2430,Platinum is the best loot the,platinum good loot,2,0,1,1,0,Positive
2431,"For some reason, my laptop can run Borderlands 3, War thunder and Warframe all on high settings.. . BUT. . The moment I even try to even launch Csgo my entire computer crashes...","reason , laptop run Borderlands 3 , war thunder Warframe high setting .. . . . moment even try even launch Csgo entire computer crash ...",8,4,2,0,2,Neutral
2431,"For some reason my laptop can run Borderlands 3, War Thunder and Warframe at high settings... BUT.. the moment I even try to start Csgo, my entire computer crashes...","reason laptop run Borderlands 3 , War Thunder Warframe high setting ... .. moment even try start Csgo , entire computer crash ...",6,3,2,0,2,Neutral
2431,"For some reason, my laptop can run Borderlands 3, War Thunder, and Warframe at high settings.. BUT... The moment I even try to run CSgo, my whole computer breaks down...","reason , laptop run Borderlands 3 , War Thunder , Warframe high setting .. ... moment even try run CSgo , whole computer break ...",6,3,2,0,1,Neutral
2431,"For some reason, my Firefox can run Borderlands 3, War thunder plus Warframe all on high settings... no.. The moment I even try to even launch Csgo its entire computer crashes...","reason , Firefox run Borderlands 3 , war thunder plus Warframe high setting ... .. moment even try even launch Csgo entire computer crash ...",7,4,2,0,2,Neutral
2431,"For some reason, my laptop can easily run Borderlands Volume 3, Chaos War thunder and Warframe all currently on high settings... A BUT.. A The moment I even dare try to even launch Csgo to my mind entire computer crashes...","reason , laptop easily run Borderlands Volume 3 , Chaos War thunder Warframe currently high setting ... .. moment even dare try even launch Csgo mind entire computer crash ...",8,3,2,1,3,Neutral
2431,"For some reason, my software can mount Act 3, War thunder King Thunder all on high speeds... BUT.. The moment I even try to even launch from my entire computer crashes...","reason , software mount Act 3 , war thunder King Thunder high speed ... .. moment even try even launch entire computer crash ...",8,2,2,0,2,Neutral
2432,Jumping on stream early today! Playing some more of the Borderlands DLCs & vibing out to my new playlists I made .  come vibe. Also dropping my quality down to 720p to see if it makes any difference to how well my stream runs on my dumb internet lmao . . . twitch.tv/heyitscece_,jumping stream early today ! play Borderlands DLCs & vibe new playlist make . come vibe . also drop quality 720p see make difference well stream run dumb internet lmao . . .,8,9,4,3,2,Positive
2432,Start streaming this morning! I'm still playing some of the Borderlands DLCs and vibrating to my new playlists I've made. Come vibe. I'm also lowering my quality to 720p to see if it makes a difference how well my stream runs on my stupid internet Lmao... twitch.tv / heyitscece _,start stream morning ! ' still play Borderlands dlc vibrate new playlist ' make . come vibe . ' also lower quality 720p see make difference well stream run stupid internet Lmao ... twitch.tv / heyitscece _,9,9,4,3,2,Positive
2432,Jon stream early today! Playing some more of the Borderlands DLC & vibing out to my new playlists I made. come vibe. Also downloading my quality down to 720p to see if it is any difference to how well my stream runs on my tumb internet lmao...,Jon stream early today ! play Borderlands DLC & vibe new playlist make . come vibe . also download quality 720p see difference well stream run tumb internet lmao ...,8,7,4,3,0,Positive
2432,Jumping on stream early today! Playing some more of the Borderlands DLCs & vibing out to my new playlists I made .  come vibe. Also dropping my quality down to 720p to see if it makes any difference to how well my stream runs on my dumb internet lmao . . . twitch.tv/heyitscece_,jumping stream early today ! play Borderlands DLCs & vibe new playlist make . come vibe . also drop quality 720p see make difference well stream run dumb internet lmao . . .,8,9,4,3,2,Positive
2432,the Jumping on stream early today! Playing some more of the Borderlands DLCs & vibing out to my new playlists I made .  come vibe. Also dropping my quality down to 720p to see if it makes any difference to how well my stream runs on my dumb internet lmao . . . twitch.tv/heyitscece_,jumping stream early today ! play Borderlands DLCs & vibe new playlist make . come vibe . also drop quality 720p see make difference well stream run dumb internet lmao . . .,8,9,4,3,2,Positive
2433,i enter that gunner seat and i fear for my life,enter gunner seat fear life,2,2,0,0,1,Neutral
2433,I step into the trench and fear for my life,step trench fear life,3,1,0,0,1,Neutral
2433,i enter that gunner seat and i fear for my life,enter gunner seat fear life,2,2,0,0,1,Neutral
2433,i enter that gunner seat and actually fear for my life,enter gunner seat actually fear life,2,2,0,0,1,Neutral
2433,i then enter in that gunner seat and i fear for my life,enter gunner seat fear life,2,2,0,0,1,Neutral
2433,i enter that gunner seat and i fear for a life,enter gunner seat fear life,2,2,0,0,1,Neutral
2434,fuck it .  pic.twitter.com/Wav1bacr5j,fuck .,1,0,0,0,1,Negative
2434,Fuck it. pic.twitter.com / Wav1bacr5j,fuck . / Wav1bacr5j,1,0,0,0,1,Negative
2434,fuck it. pic.wikipedia.org / Wav1bacr5j,fuck . / Wav1bacr5j,1,0,0,0,1,Negative
2434,fuck it .  pic.twitter.com/Wav1bacr5j,fuck .,1,0,0,0,1,Negative
2434,V fuck it .  pic.twitter.com/Wav1bacr5j,v fuck .,1,0,0,0,1,Negative
2435,Borderlands 2 is so good omg,borderland 2 good omg,1,1,1,1,0,Positive
2435,Borderlands 2 is so good omg,borderland 2 good omg,1,1,1,1,0,Positive
2435,Borderlands 2 is so good omg,borderland 2 good omg,1,1,1,1,0,Positive
2435,Borderlands 2 is now good omg,borderland 2 good omg,1,1,1,1,0,Positive
2435,Borderlands 2 is ever so good omg,borderland 2 ever good omg,1,1,1,1,0,Positive
2435,Borderlands 2 is so an omg,borderland 2 omg,1,1,0,0,0,Positive
2436,update 2: i thwarted the bank and now own borderlands 3,update 2 : thwart bank borderland 3,0,1,0,0,0,Neutral
2436,update 2: I foiled the bank and now own borderlands 3,update 2 : foil bank borderland 3,1,1,0,0,0,Neutral
2436,update 2: i threatened the bank and now own borderlands 3,update 2 : threaten bank borderland 3,2,2,0,0,1,Neutral
2436,update 2: i thwarted the bank who now own borderlands 3,update 2 : thwart bank borderland 3,0,1,0,0,0,Neutral
2436,update 2 : i thwarted on the late bank trip and now own borderlands 3,update 2 : thwart late bank trip borderland 3,2,2,1,0,0,Neutral
2436,update 2: i thwarted the bank we now own borderlands 3,update 2 : thwart bank borderland 3,0,1,0,0,0,Neutral
2437,@Borderlands something seems very broken with M10 drop rates. Constantly dropping less lot than lower mayhem levels. How is this possible with a +2500% loot modifier on. I swear I'm seeing more greens and blues than anything on boss kills.,@borderland something seem break M10 drop rate . constantly drop less lot low mayhem level . possible +2500 % loot modifier . swear ' see green blue anything boss kill .,9,6,5,0,5,Negative
2437,@ Borderlands something seems very broken with M10 drop rates. Constantly falling less than lower chaos levels. How is this possible when a + 2500% loot modifier is on. I swear I see more greens and blues than anything on boss kills.,@ Borderlands something seem break M10 drop rate . constantly fall less low chaos level . possible + 2500 % loot modifier . swear see green blue anything boss kill .,9,6,4,0,5,Negative
2437,@ Borderlands something seems very broken with the M10 drop rate. Constantly falling less than the lower levels of mayhem. As possible with the +% production modifier.,@ Borderlands something seem break M10 drop rate . constantly fall less low level mayhem . possible + % production modifier .,8,3,3,0,2,Negative
2437,@Borderlands something seems kinda broken with M10 drop rates. Constantly pushing less lot than normal mayhem levels. How is this possible with a +2500% loot modifier on. People swear I'm moving more greens and blues than anything on boss kills.,@borderland something seem kinda break M10 drop rate . constantly push less lot normal mayhem level . possible +2500 % loot modifier . People swear ' move green blue anything boss kill .,10,6,5,0,3,Negative
2437,2 @Borderlands something seems very broken with M10 drop recovery rates. Constantly dropping seems less lot than lower mayhem levels. 3 How fast is this possible with a + 2500 % loot modifier next on. 1 I swear I'm actually seeing... more greens and blues now than anything on boss kills.,2 @borderland something seem break M10 drop recovery rate . constantly dropping seem less lot low mayhem level . 3 fast possible + 2500 % loot modifier next . 1 swear ' actually see ... green blue anything boss kill .,11,6,6,0,4,Negative
2437,@Borderlands something seems very broken with M10 drop rates. Constantly dropping less gold from lower amounts here. How is this worked with your +2500% loot modifier on.<unk> swear I'm seeing more greens over blues than anything on boss kills.,@borderland something seem break M10 drop rate . constantly drop less gold low amount . work +2500 % loot modifier .<unk > swear ' see green blue anything boss kill .,8,5,5,0,5,Negative
2438,"I'm in this @CBP video. @DHS_Wolf deceptively cut these parts of our report:. . 1⃣@LaikenJordahl saying ""this is ripping Arizona and the rest of the borderlands in two."". 2⃣USBP admittedly surveilling us on public road after violent clashes with Indigenous activists protesting wall.","' @cbp video . @DHS_Wolf deceptively cut part report : . . 1⃣@laikenjordahl say "" rip Arizona rest borderland two . "" . 2⃣usbp admittedly surveille we public road violent clash indigenous activist protest wall .",9,5,4,0,3,Irrelevant
2438,"I'm in this @ CBP video. @ DHS _ Wolf misleadingly cut these parts of our report:... 1 @ LaikenJordahl says, ""This is tearing Arizona and the rest of the border country in two."" 2 USBP admittedly monitors us on public streets after violent clashes with indigenous activists protesting against the wall.","' @ CBP video . @ DHS _ Wolf misleadingly cut part report : ... 1 @ LaikenJordahl say , "" tear Arizona rest border country two . "" 2 USBP admittedly monitor we public street violent clash indigenous activist protest wall .",11,4,4,0,3,Irrelevant
2438,I am in this video by @ CBP. @ DHS _ Wolf deceptively cuts out these parts of our report:............................................................................................................................................,video @ CBP . @ DHS _ Wolf deceptively cut part report : ............................................................................................................................................,4,1,0,0,1,Irrelevant
2438,"I'm in this @CBP video. Somebody deceptively cut these bits of that report:.. 1⃣@DHS_Wolf says ""this is ripping Arizona and the rest of the borderlands in two."". 2⃣USBP admittedly surveilling us on public road of fatal clashes with Indigenous activists from wall.","' @cbp video . somebody deceptively cut bit report : .. 1⃣@DHS_Wolf say "" rip Arizona rest borderland two . "" . 2⃣usbp admittedly surveille we public road fatal clash indigenous activist wall .",7,5,4,0,2,Irrelevant
2438,"I'm in fact this entire @CBP video. @DHS_Wolf deceptively cut these parts of our report :.. The [UNK] before saying "" this is ripping into Arizona and... the rest side of the borderlands in two. "". [UNK] admittedly surveilling us on public road after violent clashes began with Indigenous American activists over protesting wall.","' fact entire @cbp video . @DHS_Wolf deceptively cut part report : .. [ UNK ] say "" rip Arizona ... rest side borderland two . "" . [ unk ] admittedly surveille we public road violent clash begin indigenous american activist protest wall .",12,5,6,0,3,Irrelevant
2438,"I'm in this protest video. BP deceptively cut out parts of our report:.. BP saying ""this is taking Arizona and the rest of the borderlands in two."". 2USBP admittedly surveilling photos on public road after violent clashes with Tucson Muslims against our.","' protest video . BP deceptively cut part report : .. BP say "" take Arizona rest borderland two . "" . 2usbp admittedly surveille photo public road violent clash Tucson Muslims .",9,3,2,0,3,Irrelevant
2439,I got to play Borderlands 2 with the entire polycule tonight. It was fun and magical. The the evening had to end. *sigh*.,got play Borderlands 2 entire polycule tonight . fun magical . evening end . * sigh * .,5,1,2,3,0,Positive
2439,"I was allowed to play Borderlands 2 tonight with all the polyphony. It was funny and magical, the evening had to end. * sigh *.","allow play Borderlands 2 tonight polyphony . funny magical , evening end . * sigh * .",4,2,2,4,0,Positive
2439,I had to play Borderlands 2 with all the polyslice tonight. It was fun and magical. The evening had to end. * sigh *.,play Borderlands 2 polyslice tonight . fun magical . evening end . * sigh * .,5,1,1,3,0,Positive
2439,"I got to enjoy Borderlands 2 with the entire polycule tonight. It was fun, magical. The the evening had better end. *sigh*.","got enjoy Borderlands 2 entire polycule tonight . fun , magical . evening well end . * sigh * .",5,1,2,4,0,Positive
2439,So I got to play Borderlands part 2 with the same entire polycule tonight. It was really fun and magical. The The the evening finally had to end. * sigh *.,got play Borderlands part 2 entire polycule tonight . really fun magical . evening finally end . * sigh * .,4,2,3,3,0,Positive
2439,I got to play Jackson 2 with his entire polycule tonight. It was fun completely magical. The happy evening had to end. *sigh*.,got play Jackson 2 entire polycule tonight . fun completely magical . happy evening end . * sigh * .,5,2,3,4,0,Positive
2440,This is shitty. I get that profit-wise it was less than expected due to a huge budget.,shitty . get profit - wise less expect due huge budget .,2,2,4,3,1,Negative
2440,This is crappy. I get that it was less profit than expected due to a huge budget.,crappy . get less profit expect due huge budget .,2,2,4,2,1,Negative
2440,This is crap. I realize that the profit turned out to be lower than expected because of the huge budget.,crap . realize profit turn low expect huge budget .,3,2,1,2,2,Negative
2440,This is shitty. I get that profit-wise it had less than expected due to a busted budget.,shitty . get profit - wise less expect due bust budget .,3,2,3,2,1,Negative
2440,This is shitty. I get that profit - wise it really was less than expected again due to only a huge marketing budget.,shitty . get profit - wise really less expect due huge marketing budget .,3,2,4,3,1,Negative
2440,This is shitty. I get that profit-wise it was less business expected prior to a huge problem.,shitty . get profit - wise less business expect prior huge problem .,3,2,5,3,2,Negative
2441,Borderlands 3 is good so far but Borderlands 2 will always be the fav,borderland 3 good far Borderlands 2 always fav,0,2,1,2,0,Positive
2441,"Borderlands 3 is good so far, but Borderlands 2 will always be the favorite","borderland 3 good far , Borderlands 2 always favorite",0,2,0,2,0,Positive
2441,Borderlands 3 is good so far but Borderlands 2 will always be the fav,borderland 3 good far Borderlands 2 always fav,0,2,1,2,0,Positive
2441,Borderlands 3 is good so far but Borderlands 2 not always be the fav,borderland 3 good far Borderlands 2 always fav,0,2,1,2,0,Positive
2441,Borderlands 3 is good so far but... Borderlands 2 certainly will always probably be the fav,borderland 3 good far ... borderland 2 certainly always probably fav,1,1,1,3,0,Positive
2441,<unk> 3 is good so far but Guardian 2 will always be the fav,< unk > 3 good far Guardian 2 always fav,0,1,1,2,0,Positive
2442,"Finally got around to starting Borderlands 3 this weekend, and I love it already. . So well made. . . ","finally get around start Borderlands 3 weekend , love already . . well make . . .",2,3,0,2,0,Positive
2442,"Finally I managed to start Borderlands 3 this weekend, and I love it already... So well done...","finally manage start Borderlands 3 weekend , love already ... well do ...",1,4,0,2,0,Positive
2442,Finally got to the launch of Borderlands 3 this weekend and I'm already enjoying it... So well done...,finally got launch Borderlands 3 weekend ' already enjoy ... well do ...,2,3,0,2,0,Positive
2442,"Finally got around to starting Borderlands 3 this weekend, and I loved it already.. So well loved...","finally get around start Borderlands 3 weekend , love already .. well love ...",2,3,0,3,0,Positive
2442,"Finally got around to officially starting Borderlands 3 this whole weekend, and I love it going already.. So well you made...","finally get around officially start Borderlands 3 whole weekend , love go already .. well make ...",2,4,1,2,0,Positive
2442,"Finally got around to starting Borderlands 2 this weekend, and I turned it over.. So many made...","finally get around start Borderlands 2 weekend , turn .. many make ...",3,2,1,0,0,Positive
2443,Slutty mechanic... Im im...  ,Slutty mechanic ... I m I m ...,1,2,1,0,1,Neutral
2443,Slutty mechanic... Im im im im...,Slutty mechanic ... I m I m I m I m ...,1,4,1,0,1,Neutral
2443,Slutsky......,slutsky ......,1,0,0,0,0,Neutral
2443,Slutty mechanic... by im...,slutty mechanic ... I m ...,1,1,0,0,1,Neutral
2443,Slutty old mechanic... Where Im im...,slutty old mechanic ... I m I m ...,1,2,2,0,1,Neutral
2443,Slutty mechanic... and im...,slutty mechanic ... I m ...,1,1,0,0,1,Neutral
2444,What a night! I had heeps of fun playing Borderlands 2! We're getting closer and closer towards the end! . . After the stream we raided @ClocksyDraws ! What a amazing streamer with beautiful art pieces! Give him a follow if you don't already do! . . Goodnight!. .  ,night ! heep fun play Borderlands 2 ! ' get close close towards end ! . . stream raid @clocksydraw ! amazing streamer beautiful art piece ! give follow ' already ! . . Goodnight ! . .,8,3,4,4,0,Positive
2444,What a night! I had loads of fun playing Borderlands 2! We are getting closer and closer to the end!.. After the stream we have raided @ ClocksyDraws! What an amazing streamer with beautiful artwork! Give it a follow-up if you haven't done it yet!.. Good night!.,night ! load fun play Borderlands 2 ! get close close end ! .. stream raid @ ClocksyDraws ! amazing streamer beautiful artwork ! give follow- ' do yet ! .. good night ! .,9,4,5,5,0,Positive
2444,What a night! I had fun playing Borderlands 2! We're getting closer and closer to the end!... After the stream we drove through @ ClocksyDraws! What an amazing street with beautiful works of art! Let him imitate if you haven't already!.. Good night!..,night ! fun play Borderlands 2 ! ' get close close end ! ... stream drive @ ClocksyDraws ! amazing street beautiful work art ! let imitate ' already ! .. good night ! ..,9,3,5,5,0,Positive
2444,What a night! I had heeps of fun playing Borderlands 2! We're getting closer and closer towards this end!!. Through the stream we raided @ClocksyDraws! What a amazing streamer for beautiful art pieces! Give it a follow if you don't already do!<unk>. Goodnight!..,night ! heep fun play Borderlands 2 ! ' get close close towards end ! ! . stream raid @ClocksyDraws ! amazing streamer beautiful art piece ! give follow ' already ! < unk > . Goodnight ! ..,9,3,4,4,0,Positive
2444,But What a night! I had heeps of fun playing Borderlands 2! We'll re getting any closer... and closer just towards the end!.. After the stream we raided @ClocksyDraws! a What brilliant a amazing streamer with beautiful art pieces! Give him for a follow if you can don't already go do!.. Goodnight!..,night ! heep fun play Borderlands 2 ! ' get close ... close towards end ! .. stream raid @ClocksyDraws ! brilliant amazing streamer beautiful art piece ! give follow ' already go ! .. Goodnight ! ..,10,4,6,5,0,Positive
2444,of a night! I just heeps in fun playing Borderlands 2! We're getting closer and closer towards this end!.. After the stream was raided @ClocksyDraws! What a cool streamer with beautiful art pieces! Give such a follow where we don't already so!.. Goodnight!..,night ! heep fun play Borderlands 2 ! ' get close close towards end ! .. stream raid @ClocksyDraws ! cool streamer beautiful art piece ! give follow ' already ! .. Goodnight ! ..,10,3,4,4,0,Positive
2445,4 favorite games of all time. (thanks @317Slayer and @Drunk_Cookies!). . 1. Halo 2/3 can't pick. 2. Rocket League. 3. Kingdom Hearts 2. 4. Super Mario Bros All Stars (this was probably the first game I ever played). . @Demintele_Sway @DiscoSpider93 @Void_BWungus @LSTesports let’s see em!,4 favorite game time . ( thank @317slayer @drunk_cookie ! ) . . 1 . Halo 2/3 ' pick . 2 . Rocket League . 3 . Kingdom Hearts 2 . 4 . Super Mario Bros Stars ( probably first game ever play ) . . @Demintele_Sway @discospider93 @void_bwungus @LSTesports let ' see em !,6,4,2,4,0,Irrelevant
2445,4 favorite games of all time. (Thanks @ 317Slayer and @ Drunk _ Cookies!).. 1. Halo 2 / 3 I can't choose. 2. Rocket League. 3. Kingdom Hearts 2. 4. Super Mario Bros All Stars (this was probably the first game I ever played).. @ Demintele _ Sway @ DiscoSpider93 @ Void _ BWungus @ LSTesports let's see em!,4 favorite game time . ( thank @ 317slayer @ Drunk _ cookie ! ) .. 1 . Halo 2 / 3 ' choose . 2 . Rocket League . 3 . Kingdom Hearts 2 . 4 . Super Mario Bros Stars ( probably first game ever play ) .. @ Demintele _ sway @ discospider93 @ Void _ bwungus @ LSTesports let ' see em !,7,5,3,4,1,Irrelevant
2445,4 favorite games of all time. (thanks to @ 317Slayer and @ Drunk _ Crises!).............................................................................................................................................................,4 favorite game time . ( thank @ 317slayer @ drunk _ crise ! ) .............................................................................................................................................................,2,1,1,2,1,Irrelevant
2445,4 favorite games of all time. (thanks Mario and @317Slayer!).. 1. Halo 2/3 can't pick. 2. Rocket League. 3. Kingdom Floor 2. 4. The Mario Bros All Stars (this probably mainly the first game I first played).. @Drunk_Cookies @Demintele_Sway @DiscoSpider93 @Void_BWungus let’s see who!,4 favorite game time . ( thank Mario @317Slayer ! ) .. 1 . Halo 2/3 ' pick . 2 . Rocket League . 3 . Kingdom Floor 2 . 4 . Mario Bros star ( probably mainly first game first play ) .. @drunk_cookie @Demintele_Sway @discospider93 @Void_BWungus let ' see !,4,4,3,3,0,Irrelevant
2445,4 My favorite games of all time. ( thanks @317Slayer and @Drunk_Cookies! ).. 1. Halo Wars 2 / PlayStation 3 can't even pick. 2 2. New Rocket League. 3. Kingdom Hearts 2. 4. Super Mario Bros All Stars ( this was probably the first game I ever even played ).. @Demintele_Sway... @DiscoSpider93 @Void_BWungus @LSTesports If let ’ s really see em!,4 favorite game time . ( thank @317slayer @drunk_cookie ! ) .. 1 . Halo Wars 2 / PlayStation 3 ' even pick . 2 2 . New Rocket League . 3 . Kingdom Hearts 2 . 4 . Super Mario Bros Stars ( probably first game ever even play ) .. @demintele_sway ... @DiscoSpider93 @void_bwungus @LSTesports let ’ really see em !,6,5,2,4,1,Irrelevant
2445,our favorite games of all time. (thanks @317Slayer many others!).. 1. Halo 2/3 can't beat. 2. Rocket Express. 3. Kingdom Hearts 2. 4. Super Mario Bros All Stars (this was literally the first game me ever played).. @Drunk_Cookies @Demintele_Sway @DiscoSpider93 things people see about!,favorite game time . ( thank @317slayer many other ! ) .. 1 . Halo 2/3 ' beat . 2 . Rocket Express . 3 . Kingdom Hearts 2 . 4 . Super Mario Bros Stars ( literally first game ever play ) .. @drunk_cookie @demintele_sway @DiscoSpider93 thing people see !,8,3,4,4,0,Irrelevant
2446,bl3 using girl on fire for the end credits is why i’m gonna quit borderlands forever,bl3 use girl fire end credit ' go to quit borderland forever,6,3,0,1,1,Negative
2446,bl3 with girl on fire for the end credits is the reason why I will leave Borderlands forever,bl3 girl fire end credit reason leave Borderlands forever,6,1,0,1,2,Negative
2446,bl3 using girl on fire for the end credits is why i'm gonna quit borderlands forever,bl3 use girl fire end credit ' go to quit borderland forever,6,3,0,1,1,Negative
2446,bl3 using girl by fire for the end credits reminds why i’m gonna quit borderlands forever,bl3 use girl fire end credit remind ' go to quit borderland forever,7,3,0,1,1,Negative
2446,bl3 using girl on fire for writing the end credits It is probably why i r ’ m gonna quit borderlands forever,bl3 use girl fire writing end credit probably r ' go to quit borderland forever,7,4,0,1,1,Negative
2446,bl3 old girl on fire for the end credits knows why i’m gonna watch borderlands forever,bl3 old girl fire end credit know ' go to watch borderland forever,4,3,1,1,1,Negative
2447,YOOOOOOOOOO i'm actually so hyped for this movie,yoooooooooo ' actually hype movie,2,0,0,0,0,Positive
2447,YOOOOOOOOOOO I'm really so puffed up for this movie,YOOOOOOOOOOO ' really puff movie,2,0,0,0,0,Positive
